state_usps,week_end_date,vacc_pct_any_18p,vacc_pct_full_18p,booster_pct_18p,population,weekly_cases_per_100k,weekly_deaths_per_100k,cases_per_100k,deaths_per_100k,weekly_cases_count,weekly_deaths_count,tot_cases,tot_deaths,hesitancy_pct
IA,2023-04-26,81.7,74.9,60.7,3218414,0.0,0.0,28241.74,335.48,0.0,0.0,908936,10797,17.71
IA,2023-05-03,81.8,74.9,60.7,3218414,0.0,0.0,28241.74,335.48,0.0,0.0,908936,10797,17.71
IA,2023-05-10,81.8,74.9,60.7,3218414,0.0,0.0,28241.74,335.48,0.0,0.0,908936,10797,17.71
ID,2020-12-16,0.0,0.0,0.0,1849415,6783.33,66.45,6783.33,66.45,125452.0,1229.0,125452,1229,25.11
ID,2020-12-23,0.0,0.0,0.0,1849415,461.39,5.14,7244.72,71.59,8533.0,95.0,133985,1324,25.11
ID,2020-12-30,0.0,0.0,0.0,1849415,317.94,4.33,7562.66,75.92,5880.0,80.0,139865,1404,25.11
ID,2021-01-06,0.0,0.0,0.0,1904848,327.85,4.41,7670.43,78.12,6245.0,84.0,146110,1488,25.11
ID,2021-01-13,0.0,0.0,0.0,1904848,328.37,4.04,7998.8,82.16,6255.0,77.0,152365,1565,25.11
ID,2021-01-20,0.0,0.0,0.0,1904848,274.2,3.67,8273.0,85.83,5223.0,70.0,157588,1635,25.11
ID,2021-01-27,0.0,0.0,0.0,1904848,190.25,4.15,8463.25,89.98,3624.0,79.0,161212,1714,25.11
ID,2021-02-03,0.0,0.0,0.0,1904848,154.92,1.78,8618.17,91.77,2951.0,34.0,164163,1748,25.11
ID,2021-02-10,0.0,0.0,0.0,1904848,125.47,2.2,8743.64,93.97,2390.0,42.0,166553,1790,25.11
ID,2021-02-17,14.0,0.0,0.0,1904848,94.55,1.36,8838.19,95.34,1801.0,26.0,168354,1816,25.11
ID,2021-02-24,17.6,0.0,0.0,1904848,101.74,1.21,8939.93,96.54,1938.0,23.0,170292,1839,25.11
ID,2021-03-03,20.2,0.0,0.0,1904848,104.79,1.89,9044.71,98.43,1996.0,36.0,172288,1875,25.11
ID,2021-03-10,23.1,13.6,0.0,1904848,102.74,1.36,9147.45,99.8,1957.0,26.0,174245,1901,25.11
ID,2021-03-17,26.1,16.1,0.0,1904848,116.33,1.73,9263.78,101.53,2216.0,33.0,176461,1934,25.11
ID,2021-03-24,30.6,19.2,0.0,1904848,109.41,0.94,9373.19,102.48,2084.0,18.0,178545,1952,25.11
ID,2021-03-31,34.4,22.0,0.0,1904848,104.63,0.52,9477.82,103.0,1993.0,10.0,180538,1962,25.11
ID,2021-04-07,38.2,25.1,0.0,1904848,104.63,0.94,9582.44,103.95,1993.0,18.0,182531,1980,25.11
ID,2021-04-14,41.2,28.2,0.0,1904848,95.39,1.36,9677.83,105.31,1817.0,26.0,184348,2006,25.11
ID,2021-04-21,43.4,31.8,0.0,1904848,74.02,1.1,9751.85,106.41,1410.0,21.0,185758,2027,25.11
ID,2021-04-28,44.8,35.1,0.0,1904848,79.22,0.84,9831.07,107.25,1509.0,16.0,187267,2043,25.11
ID,2021-05-05,46.1,37.6,0.0,1904848,61.26,0.37,9892.34,107.62,1167.0,7.0,188434,2050,25.11
ID,2021-05-12,47.3,40.0,0.0,1904848,60.48,0.73,9952.82,108.36,1152.0,14.0,189586,2064,25.11
ID,2021-05-19,48.3,41.6,0.0,1904848,59.06,0.52,10011.87,108.88,1125.0,10.0,190711,2074,25.11
ID,2021-05-26,49.5,43.0,0.0,1904848,53.81,0.68,10065.69,109.56,1025.0,13.0,191736,2087,25.11
ID,2021-06-02,50.3,43.9,0.0,1904848,39.01,0.47,10104.69,110.04,743.0,9.0,192479,2096,25.11
ID,2021-06-09,51.0,44.8,0.0,1904848,42.68,1.0,10147.37,111.03,813.0,19.0,193292,2115,25.11
ID,2021-06-16,51.6,46.2,0.0,1904848,32.86,0.37,10180.23,111.4,626.0,7.0,193918,2122,25.11
ID,2021-06-23,52.2,47.2,0.0,1904848,31.5,0.94,10211.73,112.34,600.0,18.0,194518,2140,25.11
ID,2021-06-30,52.7,48.1,0.0,1904848,25.09,0.63,10236.83,112.97,478.0,12.0,194996,2152,25.11
ID,2021-07-07,53.1,48.5,0.0,1904848,29.14,0.52,10265.96,113.5,555.0,10.0,195551,2162,25.11
ID,2021-07-14,53.5,49.0,0.0,1904848,49.3,0.16,10315.26,113.66,939.0,3.0,196490,2165,25.11
ID,2021-07-21,53.9,49.3,0.0,1904848,67.72,0.73,10382.98,114.39,1290.0,14.0,197780,2179,25.11
ID,2021-07-28,54.5,49.7,0.0,1904848,91.14,0.58,10474.12,114.97,1736.0,11.0,199516,2190,25.11
ID,2021-08-04,55.2,50.0,0.0,1904848,165.53,1.0,10639.64,115.97,3153.0,19.0,202669,2209,25.11
ID,2021-08-11,56.0,50.4,0.0,1904848,202.33,1.36,10841.97,117.33,3854.0,26.0,206523,2235,25.11
ID,2021-08-18,56.9,50.9,0.0,1904848,263.01,2.36,11104.98,119.69,5010.0,45.0,211533,2280,25.11
ID,2021-08-25,58.1,51.7,0.0,1904848,237.71,1.84,11342.69,121.53,4528.0,35.0,216061,2315,25.11
ID,2021-09-01,59.0,52.3,0.0,1904848,340.76,2.89,11683.45,124.42,6491.0,55.0,222552,2370,25.11
ID,2021-09-08,59.9,53.0,0.0,1904848,369.85,2.94,12053.3,127.36,7045.0,56.0,229597,2426,25.11
ID,2021-09-15,60.8,53.8,0.0,1904848,457.67,7.03,12510.97,134.39,8718.0,134.0,238315,2560,25.11
ID,2021-09-22,61.7,54.6,0.0,1904848,442.76,6.67,12953.74,141.06,8434.0,127.0,246749,2687,25.11
ID,2021-09-29,62.5,55.3,0.0,1904848,455.05,8.77,13408.79,149.83,8668.0,167.0,255417,2854,25.11
ID,2021-10-06,63.2,56.1,0.0,1904848,485.34,9.76,13894.13,159.59,9245.0,186.0,264662,3040,25.11
ID,2021-10-13,63.8,56.7,0.0,1904848,418.04,7.66,14312.17,167.26,7963.0,146.0,272625,3186,25.11
ID,2021-10-20,64.3,57.3,8.2,1904848,464.34,8.4,14776.51,175.66,8845.0,160.0,281470,3346,25.11
ID,2021-10-27,64.9,58.1,10.7,1904848,391.26,8.08,15167.77,183.74,7453.0,154.0,288923,3500,25.11
ID,2021-11-03,65.6,58.6,15.0,1904848,291.99,5.25,15459.76,188.99,5562.0,100.0,294485,3600,25.11
ID,2021-11-10,66.2,59.2,18.7,1904848,217.81,5.41,15677.58,194.4,4149.0,103.0,298634,3703,25.11
ID,2021-11-17,66.6,59.6,21.6,1904848,168.46,5.14,15846.04,199.54,3209.0,98.0,301843,3801,25.11
ID,2021-11-24,67.2,60.0,25.1,1904848,172.56,4.72,16018.6,204.27,3287.0,90.0,305130,3891,25.11
ID,2021-12-01,67.6,60.3,27.4,1904848,127.67,3.04,16146.28,207.31,2432.0,58.0,307562,3949,25.11
ID,2021-12-08,68.1,60.7,31.0,1904848,162.69,2.73,16308.97,210.04,3099.0,52.0,310661,4001,25.11
ID,2021-12-15,68.6,61.0,34.1,1904848,124.94,2.94,16433.91,212.98,2380.0,56.0,313041,4057,25.11
ID,2021-12-22,69.0,61.3,36.7,1904848,117.02,2.1,16550.93,215.08,2229.0,40.0,315270,4097,25.11
ID,2021-12-29,69.2,61.5,37.9,1904848,167.36,3.31,16718.29,218.39,3188.0,63.0,318458,4160,25.11
ID,2022-01-05,69.5,61.7,39.3,1944299,283.24,1.65,16662.3,215.6,5507.0,32.0,323965,4192,25.11
ID,2022-01-12,69.9,61.9,40.8,1944299,520.55,3.45,17182.85,219.05,10121.0,67.0,334086,4259,25.11
ID,2022-01-19,71.7,63.2,41.7,1944299,764.44,1.7,17947.29,220.75,14863.0,33.0,348949,4292,25.11
ID,2022-01-26,72.0,63.4,42.8,1944299,1014.04,3.34,18961.33,224.09,19716.0,65.0,368665,4357,25.11
ID,2022-02-02,72.2,63.6,43.5,1944299,826.83,4.94,19788.16,229.03,16076.0,96.0,384741,4453,25.11
ID,2022-02-09,72.4,63.8,44.1,1944299,675.15,4.27,20463.31,233.3,13127.0,83.0,397868,4536,25.11
ID,2022-02-16,72.6,64.0,44.5,1944299,579.28,4.99,21042.6,238.29,11263.0,97.0,409131,4633,25.11
ID,2022-02-23,72.8,64.2,44.7,1944299,516.23,4.11,21558.82,242.4,10037.0,80.0,419168,4713,25.11
ID,2022-03-02,72.9,64.4,45.0,1944299,530.01,2.98,22088.84,245.38,10305.0,58.0,429473,4771,25.11
ID,2022-03-09,73.0,64.5,45.2,1944299,336.68,1.8,22425.51,247.18,6546.0,35.0,436019,4806,25.11
ID,2022-03-16,73.1,64.6,45.4,1944299,242.81,1.23,22668.32,248.42,4721.0,24.0,440740,4830,25.11
ID,2022-03-23,73.2,64.7,45.6,1944299,130.33,1.49,22798.65,249.91,2534.0,29.0,443274,4859,25.11
ID,2022-03-30,73.3,64.8,45.8,1944299,32.87,0.62,22831.52,250.53,639.0,12.0,443913,4871,25.11
ID,2022-04-06,73.4,64.8,46.0,1944299,31.48,0.98,22863.0,251.5,612.0,19.0,444525,4890,25.11
ID,2022-04-13,73.5,65.0,46.2,1944299,19.65,0.67,22882.64,252.17,382.0,13.0,444907,4903,25.11
ID,2022-04-20,73.6,65.1,46.4,1944299,22.68,0.67,22905.32,252.84,441.0,13.0,445348,4916,25.11
ID,2022-04-27,73.7,65.2,46.5,1944299,24.28,0.26,22929.6,253.1,472.0,5.0,445820,4921,25.11
ID,2022-05-04,73.8,65.3,46.6,1944299,37.44,0.26,22967.04,253.36,728.0,5.0,446548,4926,25.11
ID,2022-05-11,73.8,65.3,46.8,1944299,51.02,0.05,23018.06,253.41,992.0,1.0,447540,4927,25.11
ID,2022-05-18,73.9,65.4,46.9,1944299,62.44,0.26,23080.5,253.66,1214.0,5.0,448754,4932,25.11
ID,2022-05-25,74.1,65.6,47.1,1944299,81.42,0.1,23161.92,253.77,1583.0,2.0,450337,4934,25.11
ID,2022-06-01,74.1,65.6,47.2,1944299,89.9,0.15,23251.82,253.92,1748.0,3.0,452085,4937,25.11
ID,2022-06-08,74.2,65.7,47.3,1944299,128.17,0.26,23379.99,254.18,2492.0,5.0,454577,4942,25.11
ID,2022-06-15,74.3,65.8,47.4,1944299,125.96,0.41,23505.95,254.59,2449.0,8.0,457026,4950,25.11
ID,2022-06-22,74.3,65.8,47.5,1944299,128.48,0.36,23634.43,254.95,2498.0,7.0,459524,4957,25.11
ID,2022-06-29,74.4,65.9,47.8,1944299,177.7,0.62,23812.13,255.57,3455.0,12.0,462979,4969,25.11
ID,2022-07-06,74.5,65.9,47.9,1944299,155.74,0.72,23967.87,256.29,3028.0,14.0,466007,4983,25.11
ID,2022-07-13,74.5,66.0,48.0,1944299,228.87,0.51,24196.74,256.8,4450.0,10.0,470457,4993,25.11
ID,2022-07-20,74.7,66.0,48.2,1944299,189.94,0.87,24386.68,257.68,3693.0,17.0,474150,5010,25.11
ID,2022-07-27,74.7,66.1,48.3,1944299,181.76,0.87,24568.44,258.55,3534.0,17.0,477684,5027,25.11
ID,2022-08-03,74.8,66.1,48.4,1944299,150.29,0.98,24718.73,259.53,2922.0,19.0,480606,5046,25.11
ID,2022-08-10,74.8,66.3,48.5,1944299,136.24,0.62,24854.97,260.15,2649.0,12.0,483255,5058,25.11
ID,2022-08-17,74.9,66.3,48.5,1944299,114.9,1.13,24969.87,261.28,2234.0,22.0,485489,5080,25.11
ID,2022-08-24,75.0,66.3,48.6,1944299,94.64,0.98,25064.51,262.25,1840.0,19.0,487329,5099,25.11
ID,2022-08-31,75.0,66.4,48.7,1944299,106.52,0.77,25171.03,263.03,2071.0,15.0,489400,5114,25.11
ID,2022-09-07,75.0,66.4,48.7,1944299,79.51,0.51,25250.54,263.54,1546.0,10.0,490946,5124,25.11
ID,2022-09-14,75.1,66.5,48.7,1944299,84.04,0.82,25334.58,264.36,1634.0,16.0,492580,5140,25.11
ID,2022-09-21,75.2,66.5,48.9,1944299,77.15,1.18,25411.73,265.55,1500.0,23.0,494080,5163,25.11
ID,2022-09-28,75.3,66.6,49.0,1944299,72.21,0.36,25483.94,265.91,1404.0,7.0,495484,5170,25.11
ID,2022-10-05,75.4,66.8,49.1,1944299,57.4,0.72,25541.34,266.63,1116.0,14.0,496600,5184,25.11
ID,2022-10-12,75.4,66.9,49.3,1944299,57.09,0.67,25598.43,267.29,1110.0,13.0,497710,5197,25.11
ID,2022-10-19,75.5,67.0,49.5,1944299,55.5,0.26,25653.92,267.55,1079.0,5.0,498789,5202,25.11
ID,2022-10-26,75.7,67.1,49.7,1944299,53.44,0.67,25707.36,268.22,1039.0,13.0,499828,5215,25.11
ID,2022-11-02,75.8,67.2,49.9,1944299,53.03,0.46,25760.39,268.68,1031.0,9.0,500859,5224,25.11
ID,2022-11-09,75.9,67.3,50.1,1944299,64.08,0.51,25824.47,269.2,1246.0,10.0,502105,5234,25.11
ID,2022-11-16,76.0,67.3,50.3,1944299,63.83,0.51,25888.3,269.71,1241.0,10.0,503346,5244,25.11
ID,2022-11-23,76.1,67.4,50.4,1944299,73.24,0.26,25961.54,269.97,1424.0,5.0,504770,5249,25.11
ID,2022-11-30,76.1,67.5,50.5,1944299,75.19,0.82,26036.74,270.79,1462.0,16.0,506232,5265,25.11
ID,2022-12-07,76.2,67.5,50.6,1944299,84.25,0.62,26120.98,271.41,1638.0,12.0,507870,5277,25.11
ID,2022-12-14,76.3,67.5,50.7,1944299,68.35,0.36,26189.34,271.77,1329.0,7.0,509199,5284,25.11
ID,2022-12-21,76.3,67.6,50.8,1944299,68.71,0.77,26258.05,272.54,1336.0,15.0,510535,5299,25.11
ID,2022-12-28,76.4,67.6,50.8,1944299,54.83,0.67,26312.88,273.21,1066.0,13.0,511601,5312,25.11
ID,2023-01-04,76.4,67.6,50.9,1971122,57.02,0.2,26011.83,269.69,1124.0,4.0,512725,5316,25.11
ID,2023-01-11,76.4,67.7,50.9,1971122,47.79,0.91,26059.62,270.61,942.0,18.0,513667,5334,25.11
ID,2023-01-18,76.5,67.7,51.0,1971122,33.38,0.36,26093.01,270.96,658.0,7.0,514325,5341,25.11
ID,2023-01-25,76.5,67.7,51.0,1971122,34.35,0.66,26127.35,271.62,677.0,13.0,515002,5354,25.11
ID,2023-02-01,76.5,67.7,51.1,1971122,35.72,0.81,26163.07,272.43,704.0,16.0,515706,5370,25.11
ID,2023-02-08,76.5,67.7,51.1,1971122,44.24,0.25,26207.31,272.69,872.0,5.0,516578,5375,25.11
ID,2023-02-15,76.6,67.8,51.1,1971122,48.8,0.56,26256.11,273.25,962.0,11.0,517540,5386,25.11
ID,2023-02-22,76.6,67.8,51.1,1971122,45.2,0.2,26301.31,273.45,891.0,4.0,518431,5390,25.11
ID,2023-03-01,76.6,67.8,51.1,1971122,70.32,0.3,26371.63,273.75,1386.0,6.0,519817,5396,25.11
ID,2023-03-08,76.6,67.8,51.2,1971122,66.05,0.81,26437.68,274.56,1302.0,16.0,521119,5412,25.11
ID,2023-03-15,76.7,67.8,51.2,1971122,49.16,0.36,26486.84,274.92,969.0,7.0,522088,5419,25.11
ID,2023-03-22,76.7,67.8,51.2,1971122,37.03,0.96,26523.88,275.88,730.0,19.0,522818,5438,25.11
ID,2023-03-29,76.7,67.9,51.2,1971122,32.57,0.71,26556.45,276.59,642.0,14.0,523460,5452,25.11
ID,2023-04-05,76.7,67.9,51.2,1971122,30.85,0.36,26587.29,276.95,608.0,7.0,524068,5459,25.11
ID,2023-04-12,76.7,67.9,51.3,1971122,29.17,0.0,26616.47,276.95,575.0,0.0,524643,5459,25.11
ID,2023-04-19,76.7,67.9,51.3,1971122,20.09,0.3,26636.56,277.25,396.0,6.0,525039,5465,25.11
ID,2023-04-26,76.8,67.9,51.3,1971122,21.87,0.36,26658.42,277.61,431.0,7.0,525470,5472,25.11
ID,2023-05-03,76.8,67.9,51.3,1971122,18.01,0.3,26676.43,277.91,355.0,6.0,525825,5478,25.11
ID,2023-05-10,76.8,67.9,51.3,1971122,14.86,0.05,26691.3,277.96,293.0,1.0,526118,5479,25.11
IL,2020-12-16,0.0,0.0,0.0,12799088,6802.05,123.27,6802.05,123.27,870601.0,15777.0,870601,15777,13.6
IL,2020-12-23,0.0,0.0,0.0,12799088,370.85,8.31,7172.9,131.58,47465.0,1064.0,918066,16841,13.6
IL,2020-12-30,0.0,0.0,0.0,12799088,291.54,7.57,7464.45,139.15,37315.0,969.0,955381,17810,13.6
IL,2021-01-06,0.0,0.0,0.0,12700641,345.71,7.28,7868.01,147.51,43907.0,925.0,999288,18735,13.6
IL,2021-01-13,0.0,0.0,0.0,12700641,368.03,6.95,8236.04,154.46,46742.0,883.0,1046030,19618,13.6
IL,2021-01-20,0.0,0.0,0.0,12700641,278.17,5.25,8514.22,159.72,35330.0,667.0,1081360,20285,13.6
IL,2021-01-27,0.0,0.0,0.0,12700641,242.71,5.24,8756.93,164.95,30826.0,665.0,1112186,20950,13.6
IL,2021-02-03,0.0,0.0,0.0,12700641,173.57,3.68,8930.5,168.64,22045.0,468.0,1134231,21418,13.6
IL,2021-02-10,0.0,0.0,0.0,12700641,147.74,3.53,9078.24,172.16,18764.0,448.0,1152995,21866,13.6
IL,2021-02-17,15.3,0.0,0.0,12700641,108.01,2.83,9186.25,174.99,13718.0,359.0,1166713,22225,13.6
IL,2021-02-24,18.5,0.0,0.0,12700641,99.44,2.76,9285.7,177.75,12630.0,350.0,1179343,22575,13.6
IL,2021-03-03,21.4,0.0,0.0,12700641,95.86,2.18,9381.56,179.93,12175.0,277.0,1191518,22852,13.6
IL,2021-03-10,24.9,12.2,0.0,12700641,88.11,1.71,9469.67,181.64,11191.0,217.0,1202709,23069,13.6
IL,2021-03-17,29.5,16.1,0.0,12700641,87.06,1.46,9556.73,183.1,11057.0,186.0,1213766,23255,13.6
IL,2021-03-24,34.4,18.6,0.0,12700641,109.74,1.2,9666.47,184.31,13938.0,153.0,1227704,23408,13.6
IL,2021-03-31,39.7,21.2,0.0,12700641,132.93,1.32,9799.4,185.63,16883.0,168.0,1244587,23576,13.6
IL,2021-04-07,44.8,24.3,0.0,12700641,164.34,0.98,9963.74,186.6,20872.0,124.0,1265459,23700,13.6
IL,2021-04-14,50.0,29.1,0.0,12700641,184.84,1.29,10148.58,187.9,23476.0,164.0,1288935,23864,13.6
IL,2021-04-21,54.3,33.6,0.0,12700641,162.33,1.2,10310.91,189.09,20617.0,152.0,1309552,24016,13.6
IL,2021-04-28,57.8,37.6,0.0,12700641,148.84,1.52,10459.75,190.61,18903.0,193.0,1328455,24209,13.6
IL,2021-05-05,60.1,40.6,0.0,12700641,141.26,1.82,10601.01,192.43,17941.0,231.0,1346396,24440,13.6
IL,2021-05-12,62.4,44.3,0.0,12700641,105.12,1.54,10706.13,193.97,13351.0,196.0,1359747,24636,13.6
IL,2021-05-19,64.1,47.0,0.0,12700641,83.39,1.77,10789.52,195.75,10591.0,225.0,1370338,24861,13.6
IL,2021-05-26,66.3,49.3,0.0,12700641,63.41,1.54,10852.93,197.28,8054.0,195.0,1378392,25056,13.6
IL,2021-06-02,67.7,50.7,0.0,12700641,36.72,1.45,10889.66,198.73,4664.0,184.0,1383056,25240,13.6
IL,2021-06-09,68.7,51.8,0.0,12700641,25.16,1.35,10914.82,200.08,3196.0,172.0,1386252,25412,13.6
IL,2021-06-16,69.7,53.4,0.0,12700641,16.21,0.94,10931.03,201.02,2059.0,119.0,1388311,25531,13.6
IL,2021-06-23,70.7,54.7,0.0,12700641,12.37,0.59,10943.4,201.61,1571.0,75.0,1389882,25606,13.6
IL,2021-06-30,71.7,56.4,0.0,12700641,14.65,0.53,10958.05,202.14,1861.0,67.0,1391743,25673,13.6
IL,2021-07-07,72.3,57.0,0.0,12700641,19.66,0.47,10977.71,202.61,2497.0,60.0,1394240,25733,13.6
IL,2021-07-14,72.9,57.6,0.0,12700641,32.86,0.53,11010.57,203.14,4173.0,67.0,1398413,25800,13.6
IL,2021-07-21,73.5,58.1,0.0,12700641,47.68,0.42,11058.25,203.56,6056.0,53.0,1404469,25853,13.6
IL,2021-07-28,74.2,58.5,0.0,12700641,87.43,0.31,11145.68,203.86,11104.0,39.0,1415573,25892,13.6
IL,2021-08-04,75.1,59.1,0.0,12700641,115.68,0.53,11261.36,204.39,14692.0,67.0,1430265,25959,13.6
IL,2021-08-11,76.0,59.6,0.0,12700641,164.0,0.69,11425.36,205.08,20829.0,88.0,1451094,26047,13.6
IL,2021-08-18,76.9,60.2,0.0,12700641,182.6,1.07,11607.96,206.15,23191.0,136.0,1474285,26183,13.6
IL,2021-08-25,77.7,60.8,0.0,12700641,194.77,1.2,11802.73,207.36,24737.0,153.0,1499022,26336,13.6
IL,2021-09-01,78.6,61.6,0.0,12700641,229.11,1.57,12031.83,208.93,29098.0,200.0,1528120,26536,13.6
IL,2021-09-08,79.4,62.2,0.0,12700641,206.41,1.84,12238.25,210.78,26216.0,234.0,1554336,26770,13.6
IL,2021-09-15,80.0,62.7,0.0,12700641,220.9,2.3,12459.15,213.08,28056.0,292.0,1582392,27062,13.6
IL,2021-09-22,80.6,63.3,0.0,12700641,180.53,2.28,12639.68,215.36,22928.0,290.0,1605320,27352,13.6
IL,2021-09-29,81.2,63.9,0.0,12700641,148.37,2.11,12788.05,217.47,18844.0,268.0,1624164,27620,13.6
IL,2021-10-06,81.9,64.5,0.0,12700641,156.13,2.03,12944.17,219.5,19829.0,258.0,1643993,27878,13.6
IL,2021-10-13,82.5,64.9,0.0,12700641,132.99,1.66,13077.17,221.16,16891.0,211.0,1660884,28089,13.6
IL,2021-10-20,82.5,65.0,4.1,12700641,117.4,2.01,13194.56,223.17,14910.0,255.0,1675794,28344,13.6
IL,2021-10-27,82.7,65.1,4.2,12700641,114.0,1.62,13308.56,224.79,14479.0,206.0,1690273,28550,13.6
IL,2021-11-03,78.4,72.2,12.5,12700641,122.11,1.74,13430.68,226.53,15509.0,221.0,1705782,28771,13.6
IL,2021-11-10,79.3,72.8,16.2,12700641,172.05,1.24,13602.73,227.78,21852.0,158.0,1727634,28929,13.6
IL,2021-11-17,80.1,73.4,19.6,12700641,195.8,1.21,13798.53,228.99,24868.0,154.0,1752502,29083,13.6
IL,2021-11-24,80.0,73.1,23.8,12700641,255.09,1.38,14053.62,230.37,32398.0,175.0,1784900,29258,13.6
IL,2021-12-01,80.8,73.5,26.6,12700641,244.82,1.37,14298.44,231.74,31094.0,174.0,1815994,29432,13.6
IL,2021-12-08,81.2,73.7,30.6,12700641,408.78,2.38,14707.23,234.11,51918.0,302.0,1867912,29734,13.6
IL,2021-12-15,82.1,74.2,34.7,12700641,421.41,2.69,15128.64,236.81,53522.0,342.0,1921434,30076,13.6
IL,2021-12-22,82.8,74.5,38.8,12700641,637.18,3.2,15765.82,240.0,80926.0,406.0,2002360,30482,13.6
IL,2021-12-29,83.3,74.6,41.6,12700641,919.65,3.35,16685.47,243.36,116802.0,426.0,2119162,30908,13.6
IL,2022-01-05,83.5,74.6,44.1,12621821,1396.65,4.02,18186.32,248.9,176283.0,508.0,2295445,31416,13.6
IL,2022-01-12,84.2,74.9,46.7,12621821,1802.5,6.11,19988.82,255.01,227508.0,771.0,2522953,32187,13.6
IL,2022-01-19,85.0,75.3,48.7,12621821,1477.77,6.85,21466.59,261.86,186521.0,865.0,2709474,33052,13.6
IL,2022-01-26,85.5,75.6,50.4,12621821,1250.41,8.55,22717.0,270.41,157825.0,1079.0,2867299,34131,13.6
IL,2022-02-02,85.8,76.0,51.8,12621821,568.86,6.61,23285.86,277.02,71800.0,834.0,2939099,34965,13.6
IL,2022-02-09,85.9,76.1,52.3,12621821,340.5,5.02,23626.35,282.04,42977.0,633.0,2982076,35598,13.6
IL,2022-02-16,85.8,76.2,53.0,12621821,204.76,4.72,23831.12,286.76,25845.0,596.0,3007921,36194,13.6
IL,2022-02-23,85.9,76.4,53.3,12621821,116.12,3.28,23947.23,290.04,14656.0,414.0,3022577,36608,13.6
IL,2022-03-02,86.0,76.6,53.7,12621821,95.5,3.15,24042.74,293.19,12054.0,398.0,3034631,37006,13.6
IL,2022-03-09,86.2,76.8,54.0,12621821,61.91,1.62,24104.64,294.81,7814.0,205.0,3042445,37211,13.6
IL,2022-03-16,86.3,76.9,54.2,12621821,64.36,1.62,24169.01,296.43,8124.0,204.0,3050569,37415,13.6
IL,2022-03-23,86.3,77.0,54.5,12621821,59.9,1.08,24228.9,297.51,7560.0,136.0,3058129,37551,13.6
IL,2022-03-30,86.4,77.1,54.8,12621821,66.98,0.74,24295.88,298.25,8454.0,93.0,3066583,37644,13.6
IL,2022-04-06,86.4,77.2,55.0,12621821,79.16,0.74,24375.04,298.99,9991.0,94.0,3076574,37738,13.6
IL,2022-04-13,86.5,77.3,55.3,12621821,95.93,0.49,24470.97,299.48,12108.0,62.0,3088682,37800,13.6
IL,2022-04-20,86.5,77.5,55.5,12621821,142.03,0.32,24613.0,299.8,17927.0,40.0,3106609,37840,13.6
IL,2022-04-27,86.7,77.6,55.7,12621821,170.55,0.32,24783.56,300.12,21527.0,41.0,3128136,37881,13.6
IL,2022-05-04,86.8,77.8,55.9,12621821,232.27,0.42,25015.83,300.54,29317.0,53.0,3157453,37934,13.6
IL,2022-05-11,86.9,78.1,56.4,12621821,299.43,0.48,25315.25,301.02,37793.0,60.0,3195246,37994,13.6
IL,2022-05-18,86.9,78.3,56.7,12621821,333.1,0.37,25648.35,301.39,42043.0,47.0,3237289,38041,13.6
IL,2022-05-25,86.2,78.0,57.1,12621821,293.68,0.58,25942.03,301.97,37068.0,73.0,3274357,38114,13.6
IL,2022-06-01,86.5,78.2,57.2,12621821,256.75,0.37,26198.78,302.34,32406.0,47.0,3306763,38161,13.6
IL,2022-06-08,86.1,77.9,57.4,12621821,283.47,0.86,26482.25,303.21,35779.0,109.0,3342542,38270,13.6
IL,2022-06-15,86.2,78.0,57.5,12621821,227.54,0.78,26709.79,303.98,28720.0,98.0,3371262,38368,13.6
IL,2022-06-22,86.1,77.9,57.7,12621821,212.85,0.74,26922.64,304.73,26866.0,94.0,3398128,38462,13.6
IL,2022-06-29,86.1,77.9,57.9,12621821,220.66,0.85,27143.3,305.57,27851.0,107.0,3425979,38569,13.6
IL,2022-07-06,86.1,78.0,58.0,12621821,204.17,0.51,27347.47,306.08,25770.0,64.0,3451749,38633,13.6
IL,2022-07-13,86.2,78.0,58.1,12621821,272.07,0.59,27619.54,306.67,34340.0,74.0,3486089,38707,13.6
IL,2022-07-20,86.2,78.1,58.2,12621821,239.91,0.62,27859.45,307.29,30281.0,78.0,3516370,38785,13.6
IL,2022-07-27,86.3,78.1,58.4,12621821,271.12,0.48,28130.57,307.77,34220.0,61.0,3550590,38846,13.6
IL,2022-08-03,86.3,78.2,58.5,12621821,264.77,0.61,28395.34,308.38,33419.0,77.0,3584009,38923,13.6
IL,2022-08-10,86.4,78.3,58.6,12621821,217.13,1.08,28612.47,309.46,27406.0,136.0,3611415,39059,13.6
IL,2022-08-17,86.4,78.3,58.7,12621821,195.27,0.68,28807.74,310.14,24647.0,86.0,3636062,39145,13.6
IL,2022-08-24,86.4,78.3,58.7,12621821,200.29,0.71,29008.03,310.85,25280.0,90.0,3661342,39235,13.6
IL,2022-08-31,86.4,78.3,58.8,12621821,207.63,0.74,29215.67,311.59,26207.0,93.0,3687549,39328,13.6
IL,2022-09-07,86.5,78.3,58.8,12621821,169.29,0.62,29384.96,312.21,21368.0,78.0,3708917,39406,13.6
IL,2022-09-14,86.6,78.4,58.9,12621821,153.57,0.71,29538.53,312.92,19383.0,90.0,3728300,39496,13.6
IL,2022-09-21,86.7,78.5,59.0,12621821,122.72,0.8,29661.24,313.72,15489.0,101.0,3743789,39597,13.6
