state_usps,week_end_date,vacc_pct_any_18p,vacc_pct_full_18p,booster_pct_18p,population,weekly_cases_per_100k,weekly_deaths_per_100k,cases_per_100k,deaths_per_100k,weekly_cases_count,weekly_deaths_count,tot_cases,tot_deaths,hesitancy_pct
NJ,2021-01-13,0.0,0.0,0.0,9270541,459.22,6.89,6500.47,217.48,42572.0,639.0,602629,20162,10.51
NJ,2021-01-20,0.0,0.0,0.0,9270541,415.41,5.42,6915.89,222.9,38511.0,502.0,641140,20664,10.51
NJ,2021-01-27,0.0,0.0,0.0,9270541,381.82,6.0,7297.71,228.9,35397.0,556.0,676537,21220,10.51
NJ,2021-02-03,0.0,0.0,0.0,9270541,315.73,5.1,7613.44,234.0,29270.0,473.0,705807,21693,10.51
NJ,2021-02-10,0.0,0.0,0.0,9270541,289.81,6.01,7903.25,240.01,26867.0,557.0,732674,22250,10.51
NJ,2021-02-17,15.5,0.0,0.0,9270541,242.7,4.12,8145.95,244.13,22500.0,382.0,755174,22632,10.51
NJ,2021-02-24,18.4,0.0,0.0,9270541,218.02,4.8,8363.98,248.93,20212.0,445.0,775386,23077,10.51
NJ,2021-03-03,22.4,0.0,0.0,9270541,259.86,4.01,8623.83,252.94,24090.0,372.0,799476,23449,10.51
NJ,2021-03-10,26.9,13.7,0.0,9270541,251.78,3.44,8875.61,256.38,23341.0,319.0,822817,23768,10.51
NJ,2021-03-17,32.3,16.7,0.0,9270541,279.49,2.99,9155.1,259.37,25910.0,277.0,848727,24045,10.51
NJ,2021-03-24,37.4,19.7,0.0,9270541,315.07,2.66,9470.17,262.03,29209.0,247.0,877936,24292,10.51
NJ,2021-03-31,42.3,23.8,0.0,9270541,333.1,2.9,9803.27,264.94,30880.0,269.0,908816,24561,10.51
NJ,2021-04-07,48.3,28.8,0.0,9270541,314.58,2.02,10117.85,266.95,29163.0,187.0,937979,24748,10.51
NJ,2021-04-14,55.2,35.1,0.0,9270541,275.12,2.77,10392.96,269.73,25505.0,257.0,963484,25005,10.51
NJ,2021-04-21,60.0,39.6,0.0,9270541,228.89,2.87,10621.85,272.59,21219.0,266.0,984703,25271,10.51
NJ,2021-04-28,64.0,44.4,0.0,9270541,90.83,2.56,10712.68,275.15,8420.0,237.0,993123,25508,10.51
NJ,2021-05-05,66.5,48.7,0.0,9270541,120.78,2.15,10833.46,277.3,11197.0,199.0,1004320,25707,10.51
NJ,2021-05-12,69.1,53.6,0.0,9270541,50.31,1.89,10883.77,279.19,4664.0,175.0,1008984,25882,10.51
NJ,2021-05-19,70.9,57.0,0.0,9270541,34.31,1.6,10918.08,280.78,3181.0,148.0,1012165,26030,10.51
NJ,2021-05-26,72.8,59.9,0.0,9270541,30.27,1.39,10948.35,282.17,2806.0,129.0,1014971,26159,10.51
NJ,2021-06-02,74.3,61.8,0.0,9270541,19.36,0.94,10967.71,283.11,1795.0,87.0,1016766,26246,10.51
NJ,2021-06-09,75.4,63.4,0.0,9270541,18.56,0.73,10986.27,283.85,1721.0,68.0,1018487,26314,10.51
NJ,2021-06-16,76.7,65.7,0.0,9270541,19.84,0.45,11006.11,284.3,1839.0,42.0,1020326,26356,10.51
NJ,2021-06-23,78.0,67.4,0.0,9270541,16.14,0.57,11022.25,284.87,1496.0,53.0,1021822,26409,10.51
NJ,2021-06-30,76.0,67.2,0.0,9270541,17.21,0.51,11039.45,285.38,1595.0,47.0,1023417,26456,10.51
NJ,2021-07-07,76.7,67.9,0.0,9270541,14.36,0.35,11053.81,285.72,1331.0,32.0,1024748,26488,10.51
NJ,2021-07-14,77.3,68.7,0.0,9270541,24.44,0.4,11078.25,286.12,2266.0,37.0,1027014,26525,10.51
NJ,2021-07-21,78.0,69.3,0.0,9270541,38.47,0.37,11116.72,286.49,3566.0,34.0,1030580,26559,10.51
NJ,2021-07-28,78.9,70.2,0.0,9270541,58.2,0.3,11174.91,286.79,5395.0,28.0,1035975,26587,10.51
NJ,2021-08-04,79.8,70.9,0.0,9270541,83.35,0.4,11258.26,287.19,7727.0,37.0,1043702,26624,10.51
NJ,2021-08-11,80.8,71.5,0.0,9270541,104.59,0.42,11362.85,287.61,9696.0,39.0,1053398,26663,10.51
NJ,2021-08-18,81.6,72.2,0.0,9270541,133.09,0.63,11495.94,288.24,12338.0,58.0,1065736,26721,10.51
NJ,2021-08-25,82.6,73.0,0.0,9270541,152.79,0.8,11648.73,289.03,14164.0,74.0,1079900,26795,10.51
NJ,2021-09-01,83.5,73.9,0.0,9270541,154.78,1.14,11803.51,290.18,14349.0,106.0,1094249,26901,10.51
NJ,2021-09-08,84.1,74.5,0.0,9270541,151.47,1.14,11954.98,291.32,14042.0,106.0,1108291,27007,10.51
NJ,2021-09-15,84.9,75.3,0.0,9270541,162.59,1.23,12117.57,292.55,15073.0,114.0,1123364,27121,10.51
NJ,2021-09-22,85.4,76.0,0.0,9270541,172.62,1.54,12290.19,294.09,16003.0,143.0,1139367,27264,10.51
NJ,2021-09-29,86.0,76.5,0.0,9270541,138.89,1.47,12429.08,295.56,12876.0,136.0,1152243,27400,10.51
NJ,2021-10-06,86.7,77.1,0.0,9270541,130.9,1.53,12559.98,297.09,12135.0,142.0,1164378,27542,10.51
NJ,2021-10-13,87.3,77.6,0.0,9270541,124.17,1.2,12684.15,298.29,11511.0,111.0,1175889,27653,10.51
NJ,2021-10-20,87.9,78.2,6.1,9270541,91.75,1.4,12775.9,299.69,8506.0,130.0,1184395,27783,10.51
NJ,2021-10-27,88.6,78.6,8.1,9270541,94.99,1.57,12870.89,301.27,8806.0,146.0,1193201,27929,10.51
NJ,2021-11-03,89.5,79.1,11.1,9270541,97.62,0.87,12968.51,302.14,9050.0,81.0,1202251,28010,10.51
NJ,2021-11-10,90.2,79.5,14.1,9270541,98.94,1.33,13067.45,303.47,9172.0,123.0,1211423,28133,10.51
NJ,2021-11-17,91.0,79.9,16.9,9270541,129.79,0.94,13197.23,304.41,12032.0,87.0,1223455,28220,10.51
NJ,2021-11-24,91.7,80.2,20.0,9270541,160.77,0.95,13358.0,305.35,14904.0,88.0,1238359,28308,10.51
NJ,2021-12-01,92.5,80.5,22.5,9270541,189.14,1.08,13547.14,306.43,17534.0,100.0,1255893,28408,10.51
NJ,2021-12-08,93.5,80.9,26.3,9270541,302.38,1.19,13849.52,307.62,28032.0,110.0,1283925,28518,10.51
NJ,2021-12-15,94.6,81.3,30.1,9270541,347.15,1.35,14196.67,308.97,32183.0,125.0,1316108,28643,10.51
NJ,2021-12-22,95.0,81.6,33.8,9270541,615.97,1.59,14812.64,310.55,57104.0,147.0,1373212,28790,10.51
NJ,2021-12-29,95.0,81.9,36.4,9270541,1317.53,1.91,16130.17,312.46,122142.0,177.0,1495354,28967,10.51
NJ,2022-01-05,95.0,82.1,38.6,9295227,2327.9,2.6,18415.24,314.24,216384.0,242.0,1711738,29209,10.51
NJ,2022-01-12,95.0,82.4,41.0,9295227,2191.22,5.68,20606.46,319.92,203679.0,528.0,1915417,29737,10.51
NJ,2022-01-19,95.0,82.8,43.0,9295227,1185.54,6.16,21792.0,326.08,110199.0,573.0,2025616,30310,10.51
NJ,2022-01-26,95.0,83.1,44.7,9295227,643.01,7.74,22435.01,333.82,59769.0,719.0,2085385,31029,10.51
NJ,2022-02-02,95.0,83.5,45.9,9295227,364.84,4.71,22799.85,338.53,33913.0,438.0,2119298,31467,10.51
NJ,2022-02-09,95.0,83.9,46.9,9295227,183.85,4.09,22983.7,342.62,17089.0,380.0,2136387,31847,10.51
NJ,2022-02-16,95.0,84.2,47.6,9295227,150.23,2.81,23133.93,345.42,13964.0,261.0,2150351,32108,10.51
NJ,2022-02-23,95.0,84.4,48.2,9295227,116.62,7.44,23250.55,352.87,10840.0,692.0,2161191,32800,10.51
NJ,2022-03-02,95.0,84.6,49.0,9295227,95.43,1.79,23345.97,354.66,8870.0,166.0,2170061,32966,10.51
NJ,2022-03-09,95.0,84.7,49.3,9295227,81.08,0.96,23427.06,355.61,7537.0,89.0,2177598,33055,10.51
NJ,2022-03-16,95.0,84.9,49.6,9295227,71.46,0.84,23498.51,356.45,6642.0,78.0,2184240,33133,10.51
NJ,2022-03-23,95.0,85.0,49.8,9295227,70.95,0.59,23569.46,357.04,6595.0,55.0,2190835,33188,10.51
NJ,2022-03-30,95.0,85.0,50.1,9295227,80.73,0.4,23650.19,357.44,7504.0,37.0,2198339,33225,10.51
NJ,2022-04-06,95.0,85.2,50.4,9295227,105.2,0.51,23755.4,357.95,9779.0,47.0,2208118,33272,10.51
NJ,2022-04-13,95.0,85.4,50.7,9295227,139.21,0.34,23894.61,358.29,12940.0,32.0,2221058,33304,10.51
NJ,2022-04-20,95.0,85.6,50.9,9295227,150.36,0.46,24044.96,358.75,13976.0,43.0,2235034,33347,10.51
NJ,2022-04-27,95.0,85.7,51.1,9295227,183.0,0.69,24227.96,359.44,17010.0,64.0,2252044,33411,10.51
NJ,2022-05-04,95.0,85.8,51.3,9295227,225.99,0.6,24453.95,360.04,21006.0,56.0,2273050,33467,10.51
NJ,2022-05-11,95.0,86.0,51.5,9295227,294.31,0.54,24748.26,360.58,27357.0,50.0,2300407,33517,10.51
NJ,2022-05-18,95.0,86.1,51.7,9295227,374.9,0.73,25123.16,361.31,34848.0,68.0,2335255,33585,10.51
NJ,2022-05-25,95.0,86.2,51.9,9295227,379.26,0.71,25502.42,362.02,35253.0,66.0,2370508,33651,10.51
NJ,2022-06-01,95.0,86.3,52.1,9295227,297.45,0.82,25799.88,362.84,27649.0,76.0,2398157,33727,10.51
NJ,2022-06-08,95.0,86.4,52.2,9295227,284.54,0.89,26084.42,363.74,26449.0,83.0,2424606,33810,10.51
NJ,2022-06-15,95.0,86.5,52.3,9295227,216.25,0.93,26300.67,364.66,20101.0,86.0,2444707,33896,10.51
NJ,2022-06-22,95.0,86.6,52.4,9295227,209.79,0.75,26510.46,365.41,19500.0,70.0,2464207,33966,10.51
NJ,2022-06-29,95.0,86.6,52.6,9295227,221.97,0.75,26732.43,366.17,20633.0,70.0,2484840,34036,10.51
NJ,2022-07-06,95.0,86.7,52.7,9295227,224.33,0.51,26956.76,366.67,20852.0,47.0,2505692,34083,10.51
NJ,2022-07-13,95.0,86.7,52.8,9295227,270.07,0.54,27226.83,367.21,25104.0,50.0,2530796,34133,10.51
NJ,2022-07-20,95.0,86.8,52.9,9295227,274.41,0.6,27501.24,367.81,25507.0,56.0,2556303,34189,10.51
NJ,2022-07-27,95.0,86.9,53.0,9295227,281.77,0.66,27783.01,368.47,26191.0,61.0,2582494,34250,10.51
NJ,2022-08-03,95.0,86.9,53.1,9295227,255.35,0.57,28038.36,369.04,23735.0,53.0,2606229,34303,10.51
NJ,2022-08-10,95.0,87.0,53.1,9295227,231.84,0.72,28270.2,369.76,21550.0,67.0,2627779,34370,10.51
NJ,2022-08-17,95.0,87.0,53.2,9295227,193.11,0.54,28463.31,370.3,17950.0,50.0,2645729,34420,10.51
NJ,2022-08-24,95.0,87.1,53.3,9295227,173.68,0.72,28636.99,371.02,16144.0,67.0,2661873,34487,10.51
NJ,2022-08-31,95.0,87.1,53.3,9295227,162.01,0.69,28799.0,371.71,15059.0,64.0,2676932,34551,10.51
NJ,2022-09-07,95.0,87.1,53.4,9295227,133.82,0.44,28932.82,372.15,12439.0,41.0,2689371,34592,10.51
NJ,2022-09-14,95.0,87.2,53.4,9295227,150.28,0.52,29083.1,372.66,13969.0,48.0,2703340,34640,10.51
NJ,2022-09-21,95.0,87.3,53.5,9295227,172.33,0.54,29255.42,373.2,16018.0,50.0,2719358,34690,10.51
NJ,2022-09-28,95.0,87.5,53.7,9295227,176.15,0.45,29431.58,373.65,16374.0,42.0,2735732,34732,10.51
NJ,2022-10-05,95.0,87.6,53.8,9295227,157.51,0.37,29589.09,374.02,14641.0,34.0,2750373,34766,10.51
NJ,2022-10-12,95.0,87.8,53.9,9295227,139.5,0.39,29728.59,374.41,12967.0,36.0,2763340,34802,10.51
NJ,2022-10-19,95.0,87.9,54.0,9295227,134.09,0.43,29862.68,374.84,12464.0,40.0,2775804,34842,10.51
NJ,2022-10-26,95.0,88.0,54.2,9295227,122.89,0.27,29985.57,375.11,11423.0,25.0,2787227,34867,10.51
NJ,2022-11-02,95.0,88.2,54.3,9295227,153.62,0.55,30139.19,375.66,14279.0,51.0,2801506,34918,10.51
NJ,2022-11-09,95.0,88.3,54.4,9295227,130.59,0.42,30269.78,376.07,12139.0,39.0,2813645,34957,10.51
NJ,2022-11-16,95.0,88.4,54.5,9295227,115.66,0.62,30385.44,376.7,10751.0,58.0,2824396,35015,10.51
NJ,2022-11-23,95.0,88.5,54.6,9295227,119.99,0.65,30505.43,377.34,11153.0,60.0,2835549,35075,10.51
NJ,2022-11-30,95.0,88.5,54.6,9295227,140.5,0.53,30645.93,377.87,13060.0,49.0,2848609,35124,10.51
NJ,2022-12-07,95.0,88.6,54.7,9295227,175.35,0.85,30821.28,378.72,16299.0,79.0,2864908,35203,10.51
NJ,2022-12-14,95.0,88.7,54.8,9295227,190.61,0.9,31011.89,379.62,17718.0,84.0,2882626,35287,10.51
NJ,2022-12-21,95.0,88.8,54.9,9295227,203.5,1.1,31215.4,380.72,18916.0,102.0,2901542,35389,10.51
NJ,2022-12-28,95.0,88.8,54.9,9295227,195.61,0.75,31411.0,381.48,18182.0,70.0,2919724,35459,10.51
NJ,2023-01-04,95.0,88.9,55.0,9379642,227.32,1.02,31355.63,379.07,21322.0,96.0,2941046,35555,10.51
NJ,2023-01-11,95.0,88.9,55.0,9379642,214.94,0.87,31570.58,379.94,20161.0,82.0,2961207,35637,10.51
NJ,2023-01-18,95.0,89.0,55.1,9379642,166.12,0.66,31736.69,380.6,15581.0,62.0,2976788,35699,10.51
NJ,2023-01-25,95.0,89.0,55.1,9379642,152.71,0.66,31889.4,381.26,14324.0,62.0,2991112,35761,10.51
NJ,2023-02-01,95.0,89.0,55.1,9379642,142.33,0.48,32031.73,381.74,13350.0,45.0,3004462,35806,10.51
NJ,2023-02-08,95.0,89.0,55.2,9379642,141.22,0.44,32172.96,382.18,13246.0,41.0,3017708,35847,10.51
NJ,2023-02-15,95.0,89.1,55.2,9379642,110.27,0.53,32283.23,382.71,10343.0,50.0,3028051,35897,10.51
NJ,2023-02-22,95.0,89.1,55.2,9379642,87.21,0.46,32370.44,383.17,8180.0,43.0,3036231,35940,10.51
NJ,2023-03-01,95.0,89.1,55.2,9379642,73.13,0.45,32443.56,383.62,6859.0,42.0,3043090,35982,10.51
NJ,2023-03-08,95.0,89.1,55.3,9379642,54.6,0.3,32498.16,383.92,5121.0,28.0,3048211,36010,10.51
NJ,2023-03-15,95.0,89.1,55.3,9379642,49.67,0.25,32547.83,384.16,4659.0,23.0,3052870,36033,10.51
NJ,2023-03-22,95.0,89.1,55.3,9379642,41.86,0.2,32589.69,384.36,3926.0,19.0,3056796,36052,10.51
NJ,2023-03-29,95.0,89.2,55.3,9379642,42.53,0.19,32632.22,384.56,3989.0,18.0,3060785,36070,10.51
NJ,2023-04-05,95.0,89.2,55.3,9379642,33.52,0.11,32665.74,384.66,3144.0,10.0,3063929,36080,10.51
NJ,2023-04-12,95.0,89.2,55.3,9379642,31.46,0.16,32697.2,384.82,2951.0,15.0,3066880,36095,10.51
NJ,2023-04-19,95.0,89.2,55.3,9379642,32.39,0.1,32729.59,384.92,3038.0,9.0,3069918,36104,10.51
NJ,2023-04-26,95.0,89.2,55.4,9379642,22.29,0.12,32751.88,385.04,2091.0,11.0,3072009,36115,10.51
NJ,2023-05-03,95.0,89.2,55.4,9379642,17.26,0.02,32769.14,385.06,1619.0,2.0,3073628,36117,10.51
NJ,2023-05-10,95.0,89.2,55.4,9379642,17.52,0.01,32786.66,385.07,1643.0,1.0,3075271,36118,10.51
NM,2020-12-16,0.0,0.0,0.0,2118606,5869.76,96.71,5869.76,96.71,124357.0,2049.0,124357,2049,13.31
NM,2020-12-23,0.0,0.0,0.0,2118606,419.38,9.16,6289.14,105.87,8885.0,194.0,133242,2243,13.31
NM,2020-12-30,0.0,0.0,0.0,2118606,374.96,9.11,6664.1,114.98,7944.0,193.0,141186,2436,13.31
NM,2021-01-06,0.0,0.0,0.0,2117333,415.52,9.68,7083.63,124.73,8798.0,205.0,149984,2641,13.31
NM,2021-01-13,0.0,0.0,0.0,2117333,431.44,7.84,7515.07,132.57,9135.0,166.0,159119,2807,13.31
NM,2021-01-20,0.0,0.0,0.0,2117333,317.19,9.59,7832.26,142.16,6716.0,203.0,165835,3010,13.31
NM,2021-01-27,0.0,0.0,0.0,2117333,246.16,8.88,8078.42,151.04,5212.0,188.0,171047,3198,13.31
NM,2021-02-03,0.0,0.0,0.0,2117333,217.49,6.61,8295.91,157.65,4605.0,140.0,175652,3338,13.31
NM,2021-02-10,0.0,0.0,0.0,2117333,148.21,5.81,8444.11,163.46,3138.0,123.0,178790,3461,13.31
NM,2021-02-17,18.5,0.0,0.0,2117333,120.06,4.72,8564.17,168.18,2542.0,100.0,181332,3561,13.31
NM,2021-02-24,25.7,0.0,0.0,2117333,115.57,4.53,8679.74,172.72,2447.0,96.0,183779,3657,13.31
NM,2021-03-03,29.7,0.0,0.0,2117333,100.03,4.44,8779.77,177.16,2118.0,94.0,185897,3751,13.31
NM,2021-03-10,33.6,18.8,0.0,2117333,75.05,4.01,8854.82,181.17,1589.0,85.0,187486,3836,13.31
NM,2021-03-17,38.6,22.6,0.0,2117333,67.16,1.61,8921.98,182.78,1422.0,34.0,188908,3870,13.31
NM,2021-03-24,43.2,26.4,0.0,2117333,64.42,1.75,8986.4,184.52,1364.0,37.0,190272,3907,13.31
NM,2021-03-31,48.8,30.2,0.0,2117333,65.03,1.32,9051.43,185.85,1377.0,28.0,191649,3935,13.31
NM,2021-04-07,53.1,33.9,0.0,2117333,63.29,1.23,9114.72,187.07,1340.0,26.0,192989,3961,13.31
NM,2021-04-14,58.1,38.7,0.0,2117333,65.7,1.51,9180.42,188.59,1391.0,32.0,194380,3993,13.31
NM,2021-04-21,61.8,42.4,0.0,2117333,66.26,1.13,9246.68,189.72,1403.0,24.0,195783,4017,13.31
NM,2021-04-28,63.9,46.2,0.0,2117333,67.54,1.46,9314.22,191.18,1430.0,31.0,197213,4048,13.31
NM,2021-05-05,65.9,50.3,0.0,2117333,74.06,1.46,9388.27,192.65,1568.0,31.0,198781,4079,13.31
NM,2021-05-12,67.6,53.9,0.0,2117333,68.29,1.18,9456.57,193.83,1446.0,25.0,200227,4104,13.31
NM,2021-05-19,69.0,57.1,0.0,2117333,59.6,0.38,9516.17,194.21,1262.0,8.0,201489,4112,13.31
NM,2021-05-26,70.4,59.3,0.0,2117333,51.05,6.71,9567.22,200.91,1081.0,142.0,202570,4254,13.31
NM,2021-06-02,71.4,60.8,0.0,2117333,30.79,0.66,9598.02,201.57,652.0,14.0,203222,4268,13.31
NM,2021-06-09,72.1,61.8,0.0,2117333,28.48,1.13,9626.5,202.71,603.0,24.0,203825,4292,13.31
NM,2021-06-16,73.3,63.4,0.0,2117333,30.46,0.61,9656.96,203.32,645.0,13.0,204470,4305,13.31
NM,2021-06-23,74.4,64.9,0.0,2117333,31.22,1.28,9688.18,204.6,661.0,27.0,205131,4332,13.31
NM,2021-06-30,76.6,66.9,0.0,2117333,19.51,0.38,9707.68,204.97,413.0,8.0,205544,4340,13.31
NM,2021-07-07,77.1,67.7,0.0,2117333,21.35,0.33,9729.03,205.31,452.0,7.0,205996,4347,13.31
NM,2021-07-14,77.6,68.3,0.0,2117333,40.14,0.71,9769.18,206.01,850.0,15.0,206846,4362,13.31
NM,2021-07-21,78.1,68.7,0.0,2117333,53.18,1.42,9822.36,207.43,1126.0,30.0,207972,4392,13.31
NM,2021-07-28,78.7,69.2,0.0,2117333,80.86,0.71,9903.21,208.14,1712.0,15.0,209684,4407,13.31
NM,2021-08-04,79.6,69.9,0.0,2117333,136.63,0.47,10039.85,208.61,2893.0,10.0,212577,4417,13.31
NM,2021-08-11,80.4,70.3,0.0,2117333,185.0,0.94,10224.84,209.56,3917.0,20.0,216494,4437,13.31
NM,2021-08-18,81.3,70.8,0.0,2117333,258.15,1.04,10483.0,210.6,5466.0,22.0,221960,4459,13.31
NM,2021-08-25,82.5,71.6,0.0,2117333,268.07,1.37,10751.07,211.96,5676.0,29.0,227636,4488,13.31
NM,2021-09-01,83.7,72.4,0.0,2117333,276.34,1.94,11027.41,213.9,5851.0,41.0,233487,4529,13.31
NM,2021-09-08,84.5,73.0,0.0,2117333,233.45,2.27,11260.86,216.17,4943.0,48.0,238430,4577,13.31
NM,2021-09-15,85.2,73.8,0.0,2117333,219.85,3.4,11480.72,219.57,4655.0,72.0,243085,4649,13.31
NM,2021-09-22,85.8,74.7,0.0,2117333,201.57,3.31,11682.29,222.87,4268.0,70.0,247353,4719,13.31
NM,2021-09-29,86.3,75.4,0.0,2117333,220.28,3.26,11902.57,226.13,4664.0,69.0,252017,4788,13.31
NM,2021-10-06,87.0,76.0,0.0,2117333,232.89,2.46,12135.46,228.59,4931.0,52.0,256948,4840,13.31
NM,2021-10-13,87.6,76.4,0.0,2117333,242.29,2.79,12377.74,231.38,5130.0,59.0,262078,4899,13.31
NM,2021-10-20,88.2,77.0,8.5,2117333,221.93,3.16,12599.67,234.54,4699.0,67.0,266777,4966,13.31
NM,2021-10-27,85.7,74.1,11.4,2117333,287.06,2.88,12886.73,237.42,6078.0,61.0,272855,5027,13.31
NM,2021-11-03,86.5,74.5,15.4,2117333,321.87,2.74,13208.6,240.16,6815.0,58.0,279670,5085,13.31
NM,2021-11-10,87.4,74.9,18.9,2117333,419.73,2.98,13628.32,243.14,8887.0,63.0,288557,5148,13.31
NM,2021-11-17,88.3,75.3,22.8,2117333,460.77,3.16,14089.09,246.3,9756.0,67.0,298313,5215,13.31
NM,2021-11-24,89.3,75.8,27.3,2117333,461.81,4.49,14550.9,250.79,9778.0,95.0,308091,5310,13.31
NM,2021-12-01,89.9,76.0,29.4,2117333,377.74,3.26,14928.64,254.05,7998.0,69.0,316089,5379,13.31
NM,2021-12-08,90.9,76.4,33.2,2117333,501.76,3.12,15430.4,257.16,10624.0,66.0,326713,5445,13.31
NM,2021-12-15,91.8,76.8,37.2,2117333,359.46,3.35,15789.86,260.52,7611.0,71.0,334324,5516,13.31
NM,2021-12-22,92.7,77.1,40.5,2117333,339.39,8.74,16129.25,269.25,7186.0,185.0,341510,5701,13.31
NM,2021-12-29,93.3,77.3,42.2,2117333,298.54,6.05,16427.79,275.3,6321.0,128.0,347831,5829,13.31
NM,2022-01-05,93.7,77.5,43.6,2113868,652.74,4.92,17107.45,280.67,13798.0,104.0,361629,5933,13.31
NM,2022-01-12,94.4,77.8,45.7,2113868,1253.44,6.62,18360.89,287.29,26496.0,140.0,388125,6073,13.31
NM,2022-01-19,95.0,78.5,47.4,2113868,1787.95,6.24,20148.85,293.54,37795.0,132.0,425920,6205,13.31
NM,2022-01-26,95.0,78.8,48.9,2113868,1615.14,7.19,21763.99,300.73,34142.0,152.0,460062,6357,13.31
NM,2022-02-02,95.0,79.0,49.9,2113868,1153.9,6.2,22917.89,306.93,24392.0,131.0,484454,6488,13.31
NM,2022-02-09,95.0,79.2,50.5,2113868,620.47,5.16,23538.37,312.08,13116.0,109.0,497570,6597,13.31
NM,2022-02-16,95.0,79.4,51.1,2113868,368.71,6.24,23907.07,318.33,7794.0,132.0,505364,6729,13.31
NM,2022-02-23,95.0,79.6,51.5,2113868,205.31,5.77,24112.39,324.1,4340.0,122.0,509704,6851,13.31
NM,2022-03-02,95.0,79.8,51.9,2113868,134.54,4.21,24246.93,328.31,2844.0,89.0,512548,6940,13.31
NM,2022-03-09,95.0,80.0,52.2,2113868,92.86,4.07,24339.79,332.38,1963.0,86.0,514511,7026,13.31
NM,2022-03-16,95.0,80.1,52.5,2113868,61.83,4.26,24401.62,336.63,1307.0,90.0,515818,7116,13.31
NM,2022-03-23,95.0,80.2,52.7,2113868,49.1,3.03,24450.72,339.66,1038.0,64.0,516856,7180,13.31
NM,2022-03-30,95.0,80.3,52.9,2113868,41.96,3.55,24492.68,343.21,887.0,75.0,517743,7255,13.31
NM,2022-04-06,95.0,80.4,53.1,2113868,45.46,3.69,24538.15,346.9,961.0,78.0,518704,7333,13.31
NM,2022-04-13,95.0,80.6,53.3,2113868,38.18,2.74,24576.32,349.64,807.0,58.0,519511,7391,13.31
NM,2022-04-20,95.0,80.8,53.5,2113868,50.81,2.03,24627.13,351.68,1074.0,43.0,520585,7434,13.31
NM,2022-04-27,95.0,81.0,53.6,2113868,58.14,1.47,24685.27,353.14,1229.0,31.0,521814,7465,13.31
NM,2022-05-04,95.0,81.2,53.8,2113868,68.69,3.36,24753.96,356.5,1452.0,71.0,523266,7536,13.31
NM,2022-05-11,95.0,81.3,54.0,2113868,93.76,2.74,24847.72,359.25,1982.0,58.0,525248,7594,13.31
NM,2022-05-18,95.0,81.4,54.1,2113868,137.09,2.65,24984.81,361.9,2898.0,56.0,528146,7650,13.31
NM,2022-05-25,95.0,81.6,54.2,2113868,193.67,3.83,25178.49,365.73,4094.0,81.0,532240,7731,13.31
NM,2022-06-01,95.0,81.7,54.4,2113868,204.89,3.07,25383.37,368.8,4331.0,65.0,536571,7796,13.31
NM,2022-06-08,95.0,81.8,54.5,2113868,292.12,2.84,25675.49,371.64,6175.0,60.0,542746,7856,13.31
NM,2022-06-15,95.0,81.9,54.6,2113868,307.49,0.61,25982.98,372.26,6500.0,13.0,549246,7869,13.31
NM,2022-06-22,95.0,82.0,54.7,2113868,300.21,1.04,26283.19,373.3,6346.0,22.0,555592,7891,13.31
NM,2022-06-29,95.0,82.1,55.2,2113868,340.56,1.75,26623.75,375.05,7199.0,37.0,562791,7928,13.31
NM,2022-07-06,95.0,82.1,55.3,2113868,266.95,1.37,26890.7,376.42,5643.0,29.0,568434,7957,13.31
NM,2022-07-13,95.0,82.2,55.4,2113868,323.81,2.32,27214.52,378.74,6845.0,49.0,575279,8006,13.31
NM,2022-07-20,95.0,82.3,55.5,2113868,320.83,6.24,27535.35,384.98,6782.0,132.0,582061,8138,13.31
NM,2022-07-27,95.0,82.4,55.6,2113868,319.04,4.07,27854.39,389.05,6744.0,86.0,588805,8224,13.31
NM,2022-08-03,95.0,82.5,55.6,2113868,275.66,2.03,28130.04,391.08,5827.0,43.0,594632,8267,13.31
NM,2022-08-10,95.0,82.6,55.7,2113868,242.45,1.7,28372.49,392.79,5125.0,36.0,599757,8303,13.31
NM,2022-08-17,95.0,82.6,55.7,2113868,209.47,1.47,28581.96,394.25,4428.0,31.0,604185,8334,13.31
NM,2022-08-24,95.0,82.7,55.8,2113868,180.76,2.46,28762.72,396.71,3821.0,52.0,608006,8386,13.31
NM,2022-08-31,95.0,82.7,55.8,2113868,156.06,2.89,28918.79,399.6,3299.0,61.0,611305,8447,13.31
NM,2022-09-07,95.0,82.8,55.9,2113868,93.24,1.32,29012.03,400.92,1971.0,28.0,613276,8475,13.31
NM,2022-09-14,95.0,82.8,55.9,2113868,86.62,1.04,29098.65,401.96,1831.0,22.0,615107,8497,13.31
NM,2022-09-21,95.0,83.0,56.0,2113868,66.89,1.75,29165.54,403.71,1414.0,37.0,616521,8534,13.31
NM,2022-09-28,95.0,83.1,56.1,2113868,75.88,1.37,29241.42,405.09,1604.0,29.0,618125,8563,13.31
NM,2022-10-05,95.0,83.3,56.2,2113868,78.58,1.09,29320.0,406.17,1661.0,23.0,619786,8586,13.31
NM,2022-10-12,95.0,83.5,56.3,2113868,80.28,0.61,29400.27,406.79,1697.0,13.0,621483,8599,13.31
NM,2022-10-19,95.0,83.7,56.5,2113868,96.93,0.38,29497.21,407.17,2049.0,8.0,623532,8607,13.31
NM,2022-10-26,95.0,83.8,56.6,2113868,124.7,1.14,29621.91,408.3,2636.0,24.0,626168,8631,13.31
